firstName;lastName;nation abbrName
Jo«úo Filipe;Moutinho;Portugal
Gary;Cahill;England
Martin;èˇkrtel;Slovakia
Renato;Augusto;Brazil
Carlos;Vela;Mexico
Ra«–l;Garc«a Escudero;Spain
Domenico;Criscito;Italy
Antonio;Candreva;Italy
èÅukasz;Piszczek;Poland
Kevin-Prince;Boateng;Ghana
Pedro Le«¸n;S«≠nchez Gil;Spain
K«∏vin;Gameiro;France
Mathieu;Valbuena;France
Sven;Bender;Germany
Benedikt;H«Ùwedes;Germany
Marcelo Ant«Ônio;Guedes Filho;Brazil
Adam;Lallana;England
Anthony;Modeste;France
Fernando;Muslera;Uruguay
Diego;Perotti;Argentina
Bruno;Soriano Llido;Spain
Lars;Stindl;Germany
Fedor;Smolov;Russia
Manuel;Lanzini;Argentina
Roman;B«¨rki;Switzerland
Sebastian;Rudy;Germany
Givanildo;Vieira de Souza;Brazil
Vicente;Iborra de la Fuente;Spain
Vicente;Guaita Panadero;Spain
Chris;Smalling;England
Stephan;El Shaarawy;Italy
Eduardo;Salvio;Argentina
Maicon;Pereira Roque;Brazil
Alphonse;Areola;France
Jes«–s;Corona;Mexico
Xherdan;Shaqiri;Switzerland
M«≠rio;Figueira Fernandes;Russia
Gary;Medel;Chile
Dejan;Lovren;Croatia
Simone;Verdi;Italy
Joel;Matip;Cameroon
Serge;Aurier;C«Ôte d'Ivoire
Pablo;Sarabia Garc«a;Spain
Charles;Ar«≠nguiz;Chile
Wissam;Ben Yedder;France
Granit;Xhaka;Switzerland
V«ctor;Mach«n P«∏rez;Spain
Jasper;Cillessen;Holland
Kevin;Volland;Germany
Josip;Iliéçié?;Slovenia
Benjamin;Lecomte;France
Jeison;Murillo;Colombia
Faouzi;Ghoulam;Algeria
Salif;San«∏;Senegal
Gerard;Deulofeu L«≠zaro;Spain
Jack;Butland;England
Thorgan;Hazard;Belgium
èˇime;Vrsaljko;Croatia
Christoph;Kramer;Germany
Michy;Batshuayi;Belgium
Benjamin;Mendy;France
Marcel;Sabitzer;Austria
Matija;Nastasié?;Serbia
Antonio;R«¨diger;Germany
Ben;Davies;Wales
Josef;Mart«nez;Venezuela
Abdoulaye;Doucour«∏;France
Alejandro;Grimaldo Garc«a;Spain
Ricardo;Barbosa Pereira;Portugal
Jo«úo Pedro;Cavaco Cancelo;Portugal
Elseid;Hysaj;Albania
Jo«úo M«≠rio;Naval Costa Eduardo;Portugal
Ger«¸nimo;Rulli;Argentina
I«Òaki;Williams Arthuer;Spain
Andrew;Robertson;Scotland
Jos«∏ Luis;Morales Nogales;Spain
Fabi«≠n;Ruiz Pe«Òa;Spain
Pablo;Fornals Malla;Spain
Marcus;Rashford;England
Antonio;Mirante;Italy
Juan Francisco;Torres Bel«∏n;Spain
Igor;Denisov;Russia
Igor;Akinfeev;Russia
Ashley;Young;England
Vedad;Ibiè≠evié?;Bosnia and Herzegovina
Lassana;Diarra;France
Bradley;Wright-Phillips;England
Danny;Rose;England
Erik;Lamela;Argentina
Daniel;Sturridge;England
Sergio;Romero;Argentina
Francisco;Casilla Cort«∏s;Spain
Stevan;Jovetié?;Montenegro
Fabian;Delph;England
Sven;Ulreich;Germany
Alan;Dzagoev;Russia
Victor;Wanyama;Kenya
Nathaniel;Clyne;England
Jeroen;Zoet;Holland
Kevin;Vogt;Germany
Youn«˘s;Belhanda;Morocco
Phil;Jones;England
Yaroslav;Rakitskyi;Ukraine
Daniel;Caligiuri;Italy
Alex;Oxlade-Chamberlain;England
Vincent;Aboubakar;Cameroon
Duè≠an;Tadié?;Serbia
Mark;Uth;Germany
Djibril;Sidib«∏;France
Ahmed;Musa;Nigeria
Marcos;Rojo;Argentina
Eric;Dier;England
Kenny;Lala;France
Arkadiusz;Milik;Poland
Taras;Stepanenko;Ukraine
Ryan;Fraser;Scotland
Emre;Can;Germany
Piotr;Zieliè?ski;Poland
Kerem;Demirbay;Germany
J«∏r«Ôme;Gondorf;Germany
Rodrigo Javier;De Paul;Argentina
Santiago;Mina Lorenzo;Spain
Marcos Paulo;Mesquita Lopes;Portugal
«Ångel;Correa;Argentina
Keita;Bald«∏;Senegal
Marcelo;Brozovié?;Croatia
Matteo;Politano;Italy
Matias;Vecino;Uruguay
Hirving;Lozano;Mexico
Julian;Weigl;Germany
Franco;Cervi;Argentina
Nicolas;P«∏p«∏;C«Ôte d'Ivoire
Moussa;Marega;Mali
N«∏lson;Cabral Semedo;Portugal
Shoya;Nakajima;Japan
«Ålvaro;Odriozola Arzalluz;Spain
Carlos;Soler Barrag«≠n;Spain
Matthijs;de Ligt;Holland
Miralem;Sulejmani;Serbia
Kevin;Trapp;Germany
Mariano;D«az Mej«a;Dominican Republic
Giovani;Lo Celso;Argentina
Wesley Moraes;Ferreira da Silva;Brazil
Stefano;Sorrentino;Italy
Fernando Jos«∏;Torres Sanz;Spain
Wayne;Rooney;England
Stephan;Lichtsteiner;Switzerland
Miguel «Ångel;Moy«≠ Rumbo;Spain
Bastian;Schweinsteiger;Germany
Lu«s Carlos;Almeida da Cunha;Portugal
Antonio;Mirante;Italy
Javier;Mascherano;Argentina
Santiago;Cazorla Gonz«≠lez;Spain
Diego;L«¸pez Rodr«guez;Spain
Juan Francisco;Torres Bel«∏n;Spain
Igor;Denisov;Russia
Igor;Akinfeev;Russia
Ashley;Young;England
Andr«∏-Pierre;Gignac;France
Dante Bonfim;Costa Santos;Brazil
Lo«Óc;Perrin;France
Fabio;Quagliarella;Italy
Tom;Heaton;England
Lassana;Diarra;France
èÅukasz;Fabiaè?ski;Poland
èûtefan;Radu;Romania
Danny;Rose;England
Erik;Lamela;Argentina
Steven;Defour;Belgium
Daniel;Sturridge;England
Diego;Valeri;Argentina
Sergio;Romero;Argentina
Valter;Birsa;Slovenia
Ignacio;Piatti;Argentina
Augusto;Fern«≠ndez;Argentina
Be«Òat;Etxebarria Urkiaga;Spain
Ignacio;Monreal Eraso;Spain
«Ångel Lu«s;Rodr«guez D«az;Spain
Francisco;Casilla Cort«∏s;Spain
Fabricio;Agosto Ram«rez;Spain
Vitorino;Pacheco Antunes;Portugal
Alexandre;Rodrigues da Silva;Brazil
S«∏amus;Coleman;Republic of Ireland
Stevan;Jovetié?;Montenegro
Mamadou;Sakho;France
Fabian;Delph;England
Cristhian;Stuani;Uruguay
Mateo;Musacchio;Argentina
Sven;Ulreich;Germany
Alan;Dzagoev;Russia
Ignacio;Camacho Barnola;Spain
Ryad;Boudebouz;Algeria
Nicolas;Nkoulou;Cameroon
Victor;Wanyama;Kenya
Kevin;Trapp;Germany
Markel;Susaeta Laskurain;Spain
Jack;Wilshere;England
Iker;Muniain Go«Òi;Spain
Ben;Mee;England
Iago;Falqu«∏ Silva;Spain
Nathaniel;Clyne;England
Adem;Ljajié?;Serbia
Jeroen;Zoet;Holland
Kevin;Vogt;Germany
Enrique;Garc«a Mart«nez;Spain
Mario Gaspar;P«∏rez Mart«nez;Spain
Cenk;Tosun;Turkey
Ricardo;Rodr«guez;Switzerland
Youn«˘s;Belhanda;Morocco
Daniel;Didavi;Germany
Hugo;Mallo Novegil;Spain
Andriy;Yarmolenko;Ukraine
Sergi;Enrich Ametller;Spain
Phil;Jones;England
Yaroslav;Rakitskyi;Ukraine
Daniel;Caligiuri;Italy
Alex;Oxlade-Chamberlain;England
Vincent;Aboubakar;Cameroon
Luis;Muriel;Colombia
Domagoj;Vida;Croatia
Duè≠an;Tadié?;Serbia
Manuel;Agudo Dur«≠n;Spain
Cristian;Tello Herrera;Spain
Mark;Uth;Germany
Djibril;Sidib«∏;France
Milan;Badelj;Croatia
Marcos;Rojo;Argentina
Eric;Dier;England
James;Tarkowski;England
Jannik;Vestergaard;Denmark
Karim;Bellarabi;Germany
H«∏ctor;Beller«n Moruno;Spain
Nick;Pope;England
John;Brooks;United States
Eran;Zahavi;Israel
Cristian;Portugues Manzanera;Spain
Takashi;Inui;Japan
Arkadiusz;Milik;Poland
Bernard An«cio;Caldeira Duarte;Brazil
Zouhair;Feddal;Morocco
Taras;Stepanenko;Ukraine
Alassane;Pl«∏a;France
Sergio;Rico Gonz«≠lez;Spain
Matthias;Ginter;Germany
Sead;Kolaè≠inac;Bosnia and Herzegovina
Hakan;«?alhanoé?lu;Turkey
Emre;Can;Germany
Piotr;Zieliè?ski;Poland
Morgan;Sanson;France
Andr«∏ Filipe;Tavares Gomes;Portugal
Kerem;Demirbay;Germany
Thomas;Strakosha;Albania
Santiago;Mina Lorenzo;Spain
Marcos Paulo;Mesquita Lopes;Portugal
«Ångel;Correa;Argentina
Keita;Bald«∏;Senegal
Marcelo;Brozovié?;Croatia
Matteo;Politano;Italy
Ti«∏mou«∏;Bakayoko;France
Matias;Vecino;Uruguay
Mattia;Caldara;Italy
Ra«–l Michel;Melo da Silva;Brazil
Mariano;D«az Mej«a;Dominican Republic
Hirving;Lozano;Mexico
Julian;Weigl;Germany
Franco;Cervi;Argentina
Karl;Toko-Ekambi;Cameroon
Cristian;Pav«¸n;Argentina
Marcos;Acu«Òa;Argentina
Giovani;Lo Celso;Argentina
Wilfred;Ndidi;Nigeria
Benjamin;Pavard;France
Moussa;Marega;Mali
N«∏lson;Cabral Semedo;Portugal
Fabi«≠n;Balbuena;Paraguay
Mikel;Oyarzabal Ugarte;Spain
Miguel;Almir«¸n;Paraguay
«Ålvaro;Odriozola Arzalluz;Spain
Carlos;Soler Barrag«≠n;Spain
Matthijs;de Ligt;Holland
Maximiliano;G«¸mez;Uruguay
Jefferson;Farf«≠n;Peru
Simon;Mignolet;Belgium
Claudio;Bravo;Chile
Marouane;Fellaini;Belgium
Ruud;Vormer;Holland
Orestis;Karnezis;Greece
Fernando;Reges;Brazil
Sofiane;Feghouli;Algeria
Mariano;Ferreira Filho;Brazil
Nikola;Kalinié?;Croatia
Kwadwo;Asamoah;Ghana
Kevin;Trapp;Germany
Francis;Coquelin;France
Benjamin;H«¨bner;Germany
Rafael;Pereira da Silva;Brazil
Marwin;Hitz;Switzerland
Adem;Ljajié?;Serbia
Daley;Blind;Holland
Thomas;Delaney;Denmark
Guido;Burgstaller;Austria
Andr«∏ Gomes;Magalh«úes Almeida;Portugal
S«∏rgio Miguel;Relvas de Oliveira;Portugal
Danilo Luiz;da Silva;Brazil
Francisco;Alc«≠cer Garc«a;Spain
Yevhen;Konoplyanka;Ukraine
Ismaily;Gon«ıalves dos S.;Brazil
Layvin;Kurzawa;France
Leonardo;Bittencourt;Germany
Pavel;Kadeè?«≠bek;Czech Republic
Denis;Su«≠rez Fern«≠ndez;Spain
Bertrand;Traor«∏;Burkina Faso
Omar;Mascarell Gonz«≠lez;Spain
Nicol«≠s;Tagliafico;Argentina
Jos«∏ Lu«s;Gay«ˇ Pe«Òa;Spain
Nabil;Bentaleb;Algeria
Jemerson;de Jesus Nascimento;Brazil
Youri;Tielemans;Belgium
Maximilian;Philipp;Germany
Rafael A.;Ferreira Silva;Portugal
Mahmoud;Dahoud;Germany
Victor;Lindel«Ùf;Sweden
Marcos;Llorente Moreno;Spain
Giovani;Lo Celso;Argentina
Lucas;Tousart;France
Francisco;Soares dos Santos;Brazil
Christian;Pulisic;United States
Lautaro;Mart«nez;Argentina
David;Neres Campos;Brazil
Nuri;èûahin;Turkey
F«≠bio Alexandre;Silva Coentr«úo;Portugal
Alexandr;Golovin;Russia
Emre;Bel«Ùzoé?lu;Turkey
Emmanuel;Adebayor;Togo
Ren«∏;Adler;Germany
Burak;YéÒlmaz;Turkey
Daniel;Baier;Germany
Ryan;Babel;Holland
Jefferson;Farf«≠n;Peru
Salomon;Kalou;C«Ôte d'Ivoire
Ezequiel;Lavezzi;Argentina
David;Abraham;Argentina
Leighton;Baines;England
Charles;Dias De Oliveira;Brazil
Theo;Walcott;England
Andrea;Masiello;Italy
Ryan;Bertrand;England
Jack;Cork;England
Nuri;èûahin;Turkey
F«≠bio Alexandre;Silva Coentr«úo;Portugal
Asmir;Begovié?;Bosnia and Herzegovina
Simon;Mignolet;Belgium
Claudio;Bravo;Chile
Pontus;Wernbloom;Sweden
Marouane;Fellaini;Belgium
Morgan;Schneiderlin;France
Javier;Hern«≠ndez;Mexico
Eder;Citadin Martins;Italy
Ruud;Vormer;Holland
Simon;Kj«›r;Denmark
Sidnei Rechel;da Silva J«–nior;Brazil
Orestis;Karnezis;Greece
Nils;Petersen;Germany
Gabriel;Mercado;Argentina
Pablo;Piatti;Argentina
Ibrahima;Traor«∏;Guinea
Fernando;Reges;Brazil
Adrien S.;Perruchet Silva;Portugal
Sofiane;Feghouli;Algeria
Mariano;Ferreira Filho;Brazil
P«∏ter;Gul«≠csi;Hungary
Nikola;Kalinié?;Croatia
Danny;Drinkwater;England
Ron-Robert;Zieler;Germany
Kwadwo;Asamoah;Ghana
Yann;M'Vila;France
Alex;Teixeira dos Santos;Brazil
Francis;Coquelin;France
Josef;de Souza Dias;Brazil
Benjamin;H«¨bner;Germany
Rafael;Pereira da Silva;Brazil
Oscar;De Marcos Arana;Spain
Marwin;Hitz;Switzerland
Sergio;Canales Madrazo;Spain
Daley;Blind;Holland
Juraj;Kucka;Slovakia
J«¸hann Berg;Gu«¯mundsson;Iceland
Ricardo;Goulart Pereira;Brazil
Fabi«≠n;Orellana;Chile
Yunus;MalléÒ;Turkey
Holger;Badstuber;Germany
Sergio;Escudero Palomo;Spain
Roberto;Pereyra;Argentina
Jaume Vicent;Costa Jord«≠;Spain
Thomas;Delaney;Denmark
Guido;Burgstaller;Austria
Germ«≠n;Pezzella;Argentina
Andr«∏ Gomes;Magalh«úes Almeida;Portugal
Borja;Garc«a Freire;Spain
Aaron;Mooy;Australia
Tom;Cairney;Scotland
S«∏rgio Miguel;Relvas de Oliveira;Portugal
Josuha;Guilavogui;France
Sergio;Le«¸n Limones;Spain
Ross;Barkley;England
Danilo Luiz;da Silva;Brazil
Lucas;P«∏rez Mart«nez;Spain
Ibai;G«¸mez P«∏rez;Spain
Michael;Gregoritsch;Austria
John;Guidetti;Sweden
Marco;van Ginkel;Holland
Jos«∏;G«¸mez Campa«Òa;Spain
Steven;Berghuis;Holland
Francisco;Alc«≠cer Garc«a;Spain
Yevhen;Konoplyanka;Ukraine
Ismaily;Gon«ıalves dos S.;Brazil
A«Óssa;Mandi;Algeria
David;L«¸pez Silva;Spain
Gast«¸n;Ram«rez;Uruguay
Layvin;Kurzawa;France
Jeffrey;Gouweleeuw;Holland
Diego;Demme;Germany
Sergi;Darder Moll;Spain
«Ålvaro;Gonz«≠lez Sober«¸n;Spain
Leonardo;Bittencourt;Germany
Mohamed;Elyounoussi;Norway
Davy;Klaassen;Holland
Pavel;Kadeè?«≠bek;Czech Republic
Jos«∏ Lu«s;Mendes Andrade;Cape Verde Islands
Loris;Karius;Germany
Roque;Mesa Quevedo;Spain
I«Òigo;Mart«nez Berridi;Spain
Willi;Orban;Germany
Denis;Su«≠rez Fern«≠ndez;Spain
Karim;Rekik;Holland
Daniele;Baselli;Italy
Leonardo;Carrilho Baptist«úo;Brazil
Luka;Milivojevié?;Serbia
Michael;Keane;England
Guido;Pizarro;Argentina
Bertrand;Traor«∏;Burkina Faso
Jonas;Hector;Germany
Omar;Mascarell Gonz«≠lez;Spain
Nathan;Ak«∏;Holland
Fernando;Pacheco Flores;Spain
Jonathan;Castro Otto;Spain
Nicol«≠s;Tagliafico;Argentina
Ricardo;Centuri«¸n;Argentina
Armindo;Tu«∏ Na Bangna;Portugal
Jos«∏ Lu«s;Gay«ˇ Pe«Òa;Spain
Max;Meyer;Germany
Roman;Zobnin;Russia
Nabil;Bentaleb;Algeria
Ricardo Jorge;da Luz Horta;Portugal
Jefferson;Lerma;Colombia
Franco;Armani;Argentina
Jean-Philippe;Gbamin;C«Ôte d'Ivoire
Iv«≠n;Marcone;Argentina
Dar«o;Benedetto;Argentina
Lucas;Alario;Argentina
Jemerson;de Jesus Nascimento;Brazil
Davide;Zappacosta;Italy
Youri;Tielemans;Belgium
Maximilian;Philipp;Germany
Rafael A.;Ferreira Silva;Portugal
Mahmoud;Dahoud;Germany
Rodrigo;Battaglia;Argentina
Antonio;Sanabria;Paraguay
Ante;Rebié?;Croatia
Victor;Lindel«Ùf;Sweden
«?lex;Granell Nogu«∏;Spain
R«–ben Diogo;da Silva Neves;Portugal
Mart«n;Campa«Òa;Uruguay
Alexandr;Golovin;Russia
Benjamin;Verbiéç;Slovenia
Marcos;Llorente Moreno;Spain
Lucas;Tousart;France
Marko;Dmitrovié?;Serbia
Francisco;Soares dos Santos;Brazil
Christian;Pulisic;United States
Lautaro;Mart«nez;Argentina
Raphael;Dias Belloli;Brazil
Kai;Havertz;Germany
David;Neres Campos;Brazil
Viktor;Tsygankov;Ukraine
Michel;Vorm;Holland
Andriy;Pyatov;Ukraine
Nuri;èûahin;Turkey
F«≠bio Alexandre;Silva Coentr«úo;Portugal
David;Ospina;Colombia
Guilherme Alvim;Marinato;Russia
Sandro;Wagner;Germany
Luuk;de Jong;Holland
Luis Miguel;Rodr«guez;Argentina
Grzegorz;Krychowiak;Poland
Pierre-Michel;Lasogga;Germany
Benjamin;Stambouli;France
Hans;Vanaken;Belgium
Nico;Schulz;Germany
Juan Guilherme;Nunes Jesus;Brazil
Cristiano;Piccini;Italy
Santiago;Arias;Colombia
M«≠rio Rui;Silva Duarte;Portugal
Vlad;Chiricheè?;Romania
Luke;Shaw;England
Mattia;De Sciglio;Italy
Bryan;Cristante;Italy
Andreas Hugo;Hoelgebaum Pereira;Brazil
«?liver;Torres Mu«Òoz;Spain
Gerso;Fernandes;Guinea-Bissau
Rapha«Æl;Guerreiro;Portugal
Garry;Mendes Rodrigues;Cape Verde Islands
Ot«≠vio Edmilson;da Silva Monteiro;Brazil
Roberto;Gagliardini;Italy
Facundo;Ferreyra;Argentina
Nikola;Maksimovié?;Serbia
Kenny;Tete;Holland
Andrija;è´ivkovié?;Serbia
Germ«≠n;Conti;Argentina
Daniel;Ceballos Fern«≠ndez;Spain
Marvelous;Nakamba;Zimbabwe
Jes«–s;Vallejo L«≠zaro;Spain
Nadiem;Amiri;Germany
Abdou;Diallo;France
Andr«∏;Onana;Cameroon
Lorenzo;Pellegrini;Italy
Manuel;Akanji;Switzerland
Filip;Krovinovié?;Croatia
Trent;Alexander-Arnold;England
Amine;Harit;Morocco
Houssem;Aouar;France
Tanguy;Ndombele;France
R«–ben;Alves Dias;Portugal
Nacer;Chadli;Belgium
Robin;van Persie;Holland
Phil;Jagielka;England
Carlos Idriss;Kameni;Cameroon
Rub«∏n;Castro Mart«n;Spain
Atiba;Hutchinson;Canada
Michel;Vorm;Holland
Leonardo;Ponzio;Argentina
Lisandro;L«¸pez;Argentina
Marcelo;Barovero;Argentina
Andriy;Pyatov;Ukraine
Carlos;T«∏vez;Argentina
Fernando;Belluschi;Argentina
Arda;Turan;Turkey
«Ålvaro;Negredo S«≠nchez;Spain
Javier;Fuego Mart«nez;Spain
Jes«–s;Navas Gonz«≠lez;Spain
Roberto;Soldado Rillo;Spain
Alexandr;Samedov;Russia
Lukas;Podolski;Germany
Joe;Hart;England
Jos«∏;Sand;Argentina
Vitorino;Hilton da Silva;Brazil
Beno«©t;Costil;France
Mathieu;Debuchy;France
Christian;Gentner;Germany
Jos«∏ Manuel;Jurado Mar«n;Spain
Riccardo;Montolivo;Italy
Fran. Javier;Garc«a Fern«≠ndez;Spain
Karim;El Ahmadi;Morocco
Sergio;«Ålvarez Conde;Spain
Adriano;Correia Claro;Brazil
Graziano;Pell«˘;Italy
Itumeleng;Khune;South Africa
Nicol«≠s;Pareja;Argentina
Fernando;Gago;Argentina
Gonzalo;Castro;Germany
Duè≠an;Basta;Serbia
Ignazio;Abate;Italy
Jonny;Evans;Northern Ireland
Jos«∏ Miguel;da Rocha Fonte;Portugal
Eljero;Elia;Holland
Kevin;Mirallas;Belgium
Manuel;Garc«a S«≠nchez;Spain
Jorge;And«–jar Moreno;Spain
Niklas;Moisander;Finland
Victor;Moses;Nigeria
Cristian;Ansaldi;Argentina
Zlatko;Junuzovié?;Austria
James;Tomkins;England
David;Ospina;Colombia
Cristian;Zapata;Colombia
Esteban;Granero Molina;Spain
Miguel;Lay«–n;Mexico
Jeremain;Lens;Holland
Lo«Óc;R«∏my;France
Damien;Da Silva;France
A. Hernanes;de Carvalho A. Lima;Brazil
Guilherme Alvim;Marinato;Russia
Luiz Adriano;Souza da Silva;Brazil
Sebastian;De Maio;France
Mart«n;C«≠ceres;Uruguay
Nordin;Amrabat;Morocco
Konstantinos;Mitroglou;Greece
Neven;Subotié?;Serbia
Angelo;Ogbonna;Italy
Sandro;Wagner;Germany
Mehdi;Carcela-Gonz«≠lez;Morocco
Christian;Benteke;Belgium
Lucas;Pratto;Argentina
Kyriakos;Papadopoulos;Greece
Romain;Alessandrini;France
Joshua;King;Norway
El«as;Hern«≠ndez;Mexico
Marco;Fabi«≠n;Mexico
Keisuke;Honda;Japan
Rafael;Tol«¸i;Brazil
Cl«∏ment;Grenier;France
Jefferson;Nascimento;Brazil
James;McCarthy;Republic of Ireland
Senad;Lulié?;Bosnia and Herzegovina
Volkan;Babacan;Turkey
Hugo Miguel;Almeida Costa Lopes;Portugal
Daniel Filipe;Martins Carri«ıo;Portugal
Jonjo;Shelvey;England
Etrit;Berisha;Albania
Ander;Iturraspe Derteano;Spain
Julian;Baumgartlinger;Austria
Luuk;de Jong;Holland
Christian;Kabasele;Belgium
Michail;Antonio;England
Pascal;Gro«?;Germany
Chris;Wood;New Zealand
Marvin;Plattenhardt;Germany
Elkeson;de Oliveira Cardoso;Brazil
Andr«∏;Sch«¨rrle;Germany
Iago;Herrer«n Buis«≠n;Spain
Nemanja;Gudelj;Serbia
Roberto;Soriano;Italy
R«∏my;Cabella;France
Wahbi;Khazri;Tunisia
Adri«≠n;San Miguel Castillo;Spain
Andros;Townsend;England
Alfre«¯;Finnbogason;Iceland
Giovanni;Moreno;Colombia
Enzo;P«∏rez;Argentina
Oé?uzhan;«?zyakup;Turkey
Callum;Wilson;England
Grzegorz;Krychowiak;Poland
Florian;Lejeune;France
Benjamin;Stambouli;France
Cl«≠udio Pires;de Morais Ramos;Portugal
Bibras;Natcho;Israel
Mathew;Ryan;Australia
Oriol;Romeu Vidal;Spain
Matthew;Lowton;England
Pablo;Hern«≠ndez;Chile
Anaitz;Arbilla Zabala;Spain
Hans;Vanaken;Belgium
Tom«≠è≠;Koubek;Czech Republic
Lucas;Digne;France
Nacer;Chadli;Belgium
Nico;Schulz;Germany
Christopher;Schindler;Germany
Juan Guilherme;Nunes Jesus;Brazil
Riccardo;Saponara;Italy
Vladim«r;Darida;Czech Republic
Ciprian;Té?té?ruè?anu;Romania
Jordan;Veretout;France
Cristiano;Piccini;Italy
J«∏r«Ôme;Roussillon;France
Fernando Lucas;Martins;Brazil
Val«˘re;Germain;France
Andr«∏;Carrillo;Peru
Jamaal;Lascelles;England
Adrien;Trebel;France
Tom«≠è≠;Vacl«k;Czech Republic
Baptiste;Reynet;France
Santiago;Arias;Colombia
Kurt;Zouma;France
Santiago;Garc«a;Uruguay
M«≠rio Rui;Silva Duarte;Portugal
Ra«–l;Jim«∏nez;Mexico
Fay«ıal;Fajr;Morocco
Marcelo;dos Santos Ferreira;Brazil
Niclas;F«¨llkrug;Germany
Lucas;Castro;Argentina
S«∏bastien;Haller;France
Leonardo;Pavoletti;Italy
Vlad;Chiricheè?;Romania
Luke;Shaw;England
Mattia;De Sciglio;Italy
Denys;Garmash;Ukraine
Maximilian;Arnold;Germany
Mitchell;Weiser;Germany
Matheus;Lima Magalh«úes;Brazil
Bryan;Cristante;Italy
Adnan;Januzaj;Belgium
Andreas Hugo;Hoelgebaum Pereira;Brazil
Hiroki;Sakai;Japan
«?liver;Torres Mu«Òoz;Spain
Tiago Luis;Volpi;Brazil
Rapha«Æl;Guerreiro;Portugal
Garry;Mendes Rodrigues;Cape Verde Islands
Jonas;Hofmann;Germany
Alexander;Szymanowski;Argentina
Ot«≠vio Edmilson;da Silva Monteiro;Brazil
Juan Fernando;Quintero;Colombia
Marcel;Halstenberg;Germany
Paulo Andr«∏;Rodrigues Oliveira;Portugal
Domenico;Berardi;Italy
Pere;Pons Riera;Spain
Roberto;Gagliardini;Italy
Philipp;Max;Germany
Pione;Sisto;Denmark
Ricardo;Sousa Esgaio;Portugal
Leander;Dendoncker;Belgium
Mario;Lemina;Gabon
Wylan;Cyprien;France
Niklas;Stark;Germany
Mohamed;Elneny;Egypt
Diego;Laxalt;Uruguay
Facundo;Ferreyra;Argentina
Alexandr;Selikhov;Russia
Johan;Mojica;Colombia
Wilmar;Barrios;Colombia
Carlos;Izquierdoz;Argentina
Emiliano;Rigoni;Argentina
Duv«≠n;Zapata;Colombia
Nikola;Maksimovié?;Serbia
Alireza;Jahanbakhsh;Iran
Marco;Sportiello;Italy
Ander;Capa Rodr«guez;Spain
Kenny;Tete;Holland
Allan;Saint-Maximin;France
Stanislav;Lobotka;Slovakia
Wendell;Nascimento Borges;Brazil
Jo«úo Paulo;Dias Fernandes;Portugal
Bartolomeu;Quissanga;Angola
Giovanni;Simeone;Argentina
Islam;Slimani;Algeria
Gonzalo;Escalante;Argentina
Diego Carlos;Santos Silva;Brazil
Yerry;Mina;Colombia
Andrija;è´ivkovié?;Serbia
Germ«≠n;Conti;Argentina
Pablo;Maffeo Becerra;Spain
Daniel;Ceballos Fern«≠ndez;Spain
Petros Matheus;dos Santos Araujo;Brazil
Marvelous;Nakamba;Zimbabwe
Enes;«?nal;Turkey
Omar;Al Soma;Syria
Valentin;Rongier;France
David;Soria Sol«s;Spain
Lucas;Torreira;Uruguay
Adam;Maruè≠ié?;Montenegro
Diogo Jos«∏;Teixeira da Silva;Portugal
Jes«–s;Vallejo L«≠zaro;Spain
Nadiem;Amiri;Germany
Abdou;Diallo;France
Gonzalo;Mart«nez;Argentina
Marcos;D«az;Argentina
Andr«∏;Onana;Cameroon
Daniel;Castelo Podence;Portugal
Lorenzo;Pellegrini;Italy
Manuel;Akanji;Switzerland
Jo«úo Pedro;Barradas Novais;Portugal
Franck Yannick;Kessi«∏;C«Ôte d'Ivoire
Filip;Krovinovié?;Croatia
Trent;Alexander-Arnold;England
Amine;Harit;Morocco
Santiago;Ascac«bar;Argentina
Houssem;Aouar;France
Tanguy;Ndombele;France
Enis;Bardhi;FYR Macedonia
R«–ben;Alves Dias;Portugal
Lorenzo;Mor«¸n Garc«a;Spain
Diego;Benaglio;Switzerland
J«∏r«∏my;Morel;France
Anderson Lu«s;da Silva;Brazil
Klaas-Jan;Huntelaar;Holland
Guillaume;Hoarau;France
Thomas;Vermaelen;Belgium
Fernando Javier;Llorente Torres;Spain
M«≠rcio Rafael;Ferreira de Souza;Brazil
Adri«≠n;L«¸pez «Ålvarez;Spain
Miralem;Sulejmani;Serbia
Maximiliano;Pereira;Uruguay
Viktor;Vasin;Russia
Marcel;Schmelzer;Germany
Bastian;Oczipka;Germany
Eliaquim;Mangala;France
Sebastian;Rode;Germany
Nacer;Chadli;Belgium
Leonardo;Spinazzola;Italy
Alberto;Moreno P«∏rez;Spain
Denis;Cheryshev;Russia
Fernando;Mar«ıal de Oliveira;Brazil
Vincenzo;Grifo;Italy
Jorrit;Hendrix;Holland
Nicol«≠s;Castillo;Chile
Divock;Origi;Belgium
Alexey;Miranchuk;Russia
R«–ben Miguel;Nunes Vezo;Portugal
L«∏o;Dubois;France
Munir;El Haddadi;Spain
Alessandro;Sch«Ùpf;Austria
Marius;Wolf;Germany
Steven;Bergwijn;Holland
Thilo;Kehrer;Germany
Ferland;Mendy;France
Frenkie;de Jong;Holland
Gast«¸n;Pereiro;Uruguay
Amadou;Diawara;Guinea
Emre;Akbaba;Turkey
Patrik;Schick;Czech Republic
Cengiz;«?nder;Turkey
Vin«cius Jos«∏;de Oliveira J«–nior;Brazil
